Date,Family,Family ID,Tile Number,Recruit,Single/Clump,Survival,Area,Color,Orientation,Early Missing,Other Notes,"Large, juvenile? "
March,SBxSB,17,24,17.24.15,S,1,NA,NA,,Y,,
June,SBxSB,17,24,17.24.15,S,1,1.785,6,,,,
October,SBxSB,17,24,17.24.15,S,0,NA,0,,,,
March,SBxSB,17,25,17.25.5,S,1,NA,NA,,Y,,
June,SBxSB,17,25,17.25.5,S,1,1.114,3,,,,
October,SBxSB,17,25,17.25.5,S,1,3.321,6,,,,
March,SBxSB,17,29,17.28.29,S,1,1.349,6,,,,
June,SBxSB,17,29,17.28.29,S,1,1.663,6,,,,
October,SBxSB,17,29,17.28.29,S,0,NA,0,,,,
March,SBxSB,17,3,17.3.100,S,1,0.829,5,,,,
June,SBxSB,17,3,17.3.100,S,0,NA,0,,,,
October,SBxSB,17,3,17.3.100,S,0,NA,0,,,,
March,SBxSB,17,3,17.3.48,S,1,,,,,,
June,SBxSB,17,3,17.3.48,S,0,,,,,,
October,SBxSB,17,3,17.3.48,S,0,,,,,,
March,SBxSB,17,3,17.3.63,C,1,,,,,,
June,SBxSB,17,3,17.3.63,C,0,,,,,,
October,SBxSB,17,3,17.3.63,C,0,,,,,,
March,SBxSB,17,3,17.3.70,C,1,,,,,,
June,SBxSB,17,3,17.3.70,C,0,,,,,,
October,SBxSB,17,3,17.3.70,C,0,,,,,,
March,SBxSB,17,3,17.3.71,C,1,,,,,,
June,SBxSB,17,3,17.3.71,C,0,,,,,,
October,SBxSB,17,3,17.3.71,C,0,,,,,,
March,SBxSB,17,3,17.3.83,S,1,,,,,,
June,SBxSB,17,3,17.3.83,S,0,,,,,,
October,SBxSB,17,3,17.3.83,S,0,,,,,,
March,SBxSB,17,3,17.3.88,S,1,1.21,6,,,,
June,SBxSB,17,3,17.3.88,S,0,NA,0,,,,
October,SBxSB,17,3,17.3.88,S,0,NA,0,,,,
March,SBxSB,17,3,17.3.97,S,1,,,,,,
June,SBxSB,17,3,17.3.97,S,0,,,,,,
October,SBxSB,17,3,17.3.97,S,0,,,,,,
March,SBxSB,17,3,17.3.99,S,1,,,,,,
June,SBxSB,17,3,17.3.99,S,0,,,,,,
October,SBxSB,17,3,17.3.99,S,0,,,,,,
March,SBxSB,17,34,17.34.24,S,1,0.813,4,,,,
June,SBxSB,17,34,17.34.24,S,1,1.541,6,,,,
October,SBxSB,17,34,17.34.24,S,0,NA,0,,,,
March,SBxSB,17,35,17.35.21,S,1,1.25,4,,,,
June,SBxSB,17,35,17.35.21,S,0,NA,0,,,,
October,SBxSB,17,35,17.35.21,S,0,NA,0,,,,
March,SBxSB,17,36,17.36.21,S,1,0.987,5,,,,
June,SBxSB,17,36,17.36.21,S,0,NA,0,,,,
October,SBxSB,17,36,17.36.21,S,0,NA,0,,,,
March,SBxSB,17,37,17.37.23,S,1,,,,,,
June,SBxSB,17,37,17.37.23,S,0,,,,,,
October,SBxSB,17,37,17.37.23,S,0,,,,,,
March,SBxSB,17,37,17.37.26,S,1,1.342,5,,,,
June,SBxSB,17,37,17.37.26,S,0,NA,0,,,,
October,SBxSB,17,37,17.37.26,S,0,NA,0,,,,
March,SBxSB,17,37,17.37.27,S,1,0.528,5,,,,
June,SBxSB,17,37,17.37.27,S,0,NA,0,,,,
October,SBxSB,17,37,17.37.27,S,0,NA,0,,,,
March,SBxSB,17,37,17.37.51,C,1,2.604,6,,,,
June,SBxSB,17,37,17.37.51,C,1,NA,NA,,Y,,
October,SBxSB,17,37,17.37.51,C,D,2.779,2,,,,
March,SBxSB,17,37,17.37.52,C,1,,,,,,
June,SBxSB,17,37,17.37.52,C,0,,,,,,
October,SBxSB,17,37,17.37.52,C,0,,,,,,
March,SBxSB,17,37,17.37.53,C,1,,,,,,
June,SBxSB,17,37,17.37.53,C,0,,,,,,
October,SBxSB,17,37,17.37.53,C,0,,,,,,
March,SBxSB,17,37,17.37.56,C,1,,,,,,
June,SBxSB,17,37,17.37.56,C,0,,,,,,
October,SBxSB,17,37,17.37.56,C,0,,,,,,
March,SBxSB,17,37,17.37.57,C,1,,,,,,
June,SBxSB,17,37,17.37.57,C,0,,,,,,
October,SBxSB,17,37,17.37.57,C,0,,,,,,
March,SBxSB,17,39,17.39.34,C,1,,,,,,
June,SBxSB,17,39,17.39.34,C,0,,,,,,
October,SBxSB,17,39,17.39.34,C,0,,,,,,
March,SBxSB,17,39,17.39.51,C,1,,,,,,
June,SBxSB,17,39,17.39.51,C,0,,,,,,
October,SBxSB,17,39,17.39.51,C,0,,,,,,
March,SBxSB,17,39,17.39.57,C,1,,,,,,
June,SBxSB,17,39,17.39.57,C,0,,,,,,
October,SBxSB,17,39,17.39.57,C,0,,,,,,
March,SBxSB,17,39,17.39.58,C,1,,,,,,
June,SBxSB,17,39,17.39.58,C,0,,,,,,
October,SBxSB,17,39,17.39.58,C,0,,,,,,
March,SBxSB,17,39,17.39.59,S,1,,,,,,
June,SBxSB,17,39,17.39.59,S,0,,,,,,
October,SBxSB,17,39,17.39.59,S,0,,,,,,
March,SBxSB,17,39,17.39.60,S,1,0.91,4,,,,
June,SBxSB,17,39,17.39.60,S,0,NA,0,,,,
October,SBxSB,17,39,17.39.60,S,0,NA,0,,,,
March,SBxSB,17,39,17.39.61,C,1,,,,,,
June,SBxSB,17,39,17.39.61,C,0,,,,,,
October,SBxSB,17,39,17.39.61,C,0,,,,,,
March,SBxSB,17,4,17.4.3,C,1,1.785,6,,,,
June,SBxSB,17,4,17.4.3,C,0,NA,0,,,,
October,SBxSB,17,4,17.4.3,C,0,NA,0,,,,
March,SBxSB,17,40,17.40.75,C,1,2.676,5,,,,
June,SBxSB,17,40,17.40.75,C,0,NA,0,,,,
October,SBxSB,17,40,17.40.75,C,0,NA,0,,,,
March,SBxSB,17,40,17.40.76,S,1,0.736,6,,,,
June,SBxSB,17,40,17.40.76,S,0,NA,0,,,,
October,SBxSB,17,40,17.40.76,S,0,NA,0,,,,
March,SBxSB,17,42,17.42.106,S,1,0.586,6,,,,
June,SBxSB,17,42,17.42.106,S,0,NA,0,,,,
October,SBxSB,17,42,17.42.106,S,0,NA,0,,,,
March,SBxSB,17,42,17.42.122,S,1,NA,NA,,,,
June,SBxSB,17,42,17.42.122,S,1,NA,NA,,Y,Cannot find in photo,
October,SBxSB,17,42,17.42.122,S,0,NA,0,,,,
March,SBxSB,17,42,17.42.16,C,1,,,,,,
June,SBxSB,17,42,17.42.16,C,0,,,,,,
October,SBxSB,17,42,17.42.16,C,0,,,,,,
March,SBxSB,17,42,17.42.2,C,1,,,,,,
June,SBxSB,17,42,17.42.2,C,0,,,,,,
October,SBxSB,17,42,17.42.2,C,0,,,,,,
March,SBxSB,17,42,17.42.24,C,1,,,,,,
June,SBxSB,17,42,17.42.24,C,0,,,,,,
October,SBxSB,17,42,17.42.24,C,0,,,,,,
March,SBxSB,17,42,17.42.29,C,1,,,,,,
June,SBxSB,17,42,17.42.29,C,0,,,,,,
October,SBxSB,17,42,17.42.29,C,0,,,,,,
March,SBxSB,17,42,17.42.4,C,1,,,,,,
June,SBxSB,17,42,17.42.4,C,0,,,,,,
October,SBxSB,17,42,17.42.4,C,0,,,,,,
March,SBxSB,17,42,17.42.41,S,1,1.319,5,,,,
June,SBxSB,17,42,17.42.41,S,0,NA,0,,,,
October,SBxSB,17,42,17.42.41,S,0,NA,0,,,,
March,SBxSB,17,42,17.42.46,C,1,,,,,,
June,SBxSB,17,42,17.42.46,C,0,,,,,,
October,SBxSB,17,42,17.42.46,C,0,,,,,,
March,SBxSB,17,42,17.42.94,S,1,1.12,6,,,,
June,SBxSB,17,42,17.42.94,S,0,NA,0,,,,
October,SBxSB,17,42,17.42.94,S,0,NA,0,,,,
March,SBxSB,17,42,17.42.95,C,1,,,,,,
June,SBxSB,17,42,17.42.95,C,0,,,,,,
October,SBxSB,17,42,17.42.95,C,0,,,,,,
March,SBxSB,17,43,17.43.13,C,1,,,,,,
June,SBxSB,17,43,17.43.13,C,0,,,,,,
October,SBxSB,17,43,17.43.13,C,0,,,,,,
March,SBxSB,17,43,17.43.14,C,1,0.417,5,,,,
June,SBxSB,17,43,17.43.14,C,0,NA,0,,,,
October,SBxSB,17,43,17.43.14,C,0,NA,0,,,,
March,SBxSB,17,45,17.45.4,S,1,NA,NA,,Y,,
June,SBxSB,17,45,17.45.4,S,1,NA,NA,,Y,Cannot find in photo,
October,SBxSB,17,45,17.45.4,S,0,NA,0,,,,
March,SBxSB,17,46,17.46.13,C,1,,,,,,
June,SBxSB,17,46,17.46.13,C,0,,,,,,
October,SBxSB,17,46,17.46.13,C,0,,,,,,
March,SBxSB,17,46,17.46.14,C,1,,,,,,
June,SBxSB,17,46,17.46.14,C,0,,,,,,
October,SBxSB,17,46,17.46.14,C,0,,,,,,
March,SBxSB,17,46,17.46.20,C,1,,,,,,
June,SBxSB,17,46,17.46.20,C,0,,,,,,
October,SBxSB,17,46,17.46.20,C,0,,,,,,
March,SBxSB,17,46,17.46.21,C,1,,,,,,
June,SBxSB,17,46,17.46.21,C,0,,,,,,
October,SBxSB,17,46,17.46.21,C,0,,,,,,
March,SBxSB,17,46,17.46.23,C,1,,,,,,
June,SBxSB,17,46,17.46.23,C,0,,,,,,
October,SBxSB,17,46,17.46.23,C,0,,,,,,
March,SBxSB,17,46,17.46.24,C,1,,,,,,
June,SBxSB,17,46,17.46.24,C,0,,,,,,
October,SBxSB,17,46,17.46.24,C,0,,,,,,
March,SBxSB,17,46,17.46.38,C,1,,,,,,
June,SBxSB,17,46,17.46.38,C,0,,,,,,
October,SBxSB,17,46,17.46.38,C,0,,,,,,
March,SBxSB,17,46,17.46.46,C,1,,,,,,
June,SBxSB,17,46,17.46.46,C,0,,,,,,
October,SBxSB,17,46,17.46.46,C,0,,,,,,
March,SBxSB,17,46,17.46.8,C,1,,,,,,
June,SBxSB,17,46,17.46.8,C,0,,,,,,
October,SBxSB,17,46,17.46.8,C,0,,,,,,
March,SBxSB,17,46,17.46.9,C,1,,,,,,
June,SBxSB,17,46,17.46.9,C,0,,,,,,
October,SBxSB,17,46,17.46.9,C,0,,,,,,
March,SBxSB,17,48,17.48.26,C,1,,,,,,
June,SBxSB,17,48,17.48.26,C,0,,,,,,
October,SBxSB,17,48,17.48.26,C,0,,,,,,
March,SBxSB,17,48,17.48.27,C,1,,,,,,
June,SBxSB,17,48,17.48.27,C,0,,,,,,
October,SBxSB,17,48,17.48.27,C,0,,,,,,
March,SBxSB,17,48,17.48.28,C,1,,,,,,
June,SBxSB,17,48,17.48.28,C,0,,,,,,
October,SBxSB,17,48,17.48.28,C,0,,,,,,
March,SBxSB,17,48,17.48.29,C,1,,,,,,
June,SBxSB,17,48,17.48.29,C,0,,,,,,
October,SBxSB,17,48,17.48.29,C,0,,,,,,
March,SBxSB,17,48,17.48.30,C,1,,,,,,
June,SBxSB,17,48,17.48.30,C,0,,,,,,
October,SBxSB,17,48,17.48.30,C,0,,,,,,
March,SBxSB,17,49,17.49.110,S,1,,,,,,
June,SBxSB,17,49,17.49.110,S,0,,,,,,
October,SBxSB,17,49,17.49.110,S,0,,,,,,
March,SBxSB,17,49,17.49.122,C,1,,,,,,
June,SBxSB,17,49,17.49.122,C,0,,,,,,
October,SBxSB,17,49,17.49.122,C,0,,,,,,
March,SBxSB,17,49,17.49.175,S,1,0.994,6,,,,
June,SBxSB,17,49,17.49.175,S,0,NA,0,,,,
October,SBxSB,17,49,17.49.175,S,0,NA,0,,,,
March,SBxSB,17,49,17.49.29,C,1,,,,,,
June,SBxSB,17,49,17.49.29,C,0,,,,,,
October,SBxSB,17,49,17.49.29,C,0,,,,,,
March,SBxSB,17,49,17.49.37,C,1,,,,,,
June,SBxSB,17,49,17.49.37,C,0,,,,,,
October,SBxSB,17,49,17.49.37,C,0,,,,,,
March,SBxSB,17,49,17.49.40,S,1,,,,,,
June,SBxSB,17,49,17.49.40,S,0,,,,,,
October,SBxSB,17,49,17.49.40,S,0,,,,,,
March,SBxSB,17,49,17.49.41,C,1,,,,,,
June,SBxSB,17,49,17.49.41,C,0,,,,,,
October,SBxSB,17,49,17.49.41,C,0,,,,,,
March,SBxSB,17,49,17.49.42,S,1,1.709,5,,,,
June,SBxSB,17,49,17.49.42,S,0,NA,0,,,,
October,SBxSB,17,49,17.49.42,S,0,NA,0,,,,
March,SBxSB,17,49,17.49.50,C,1,,,,,,
June,SBxSB,17,49,17.49.50,C,0,,,,,,
October,SBxSB,17,49,17.49.50,C,0,,,,,,
March,SBxSB,17,49,17.49.51,C,1,,,,,,
June,SBxSB,17,49,17.49.51,C,0,,,,,,
October,SBxSB,17,49,17.49.51,C,0,,,,,,
March,SBxSB,17,49,17.49.53,C,1,,,,,,
June,SBxSB,17,49,17.49.53,C,0,,,,,,
October,SBxSB,17,49,17.49.53,C,0,,,,,,
March,SBxSB,17,49,17.49.54,C,1,,,,,,
June,SBxSB,17,49,17.49.54,C,0,,,,,,
October,SBxSB,17,49,17.49.54,C,0,,,,,,
March,SBxSB,17,49,17.49.55,C,1,,,,,,
June,SBxSB,17,49,17.49.55,C,0,,,,,,
October,SBxSB,17,49,17.49.55,C,0,,,,,,
March,SBxSB,17,49,17.49.57,S,1,0.903,5,,,,
June,SBxSB,17,49,17.49.57,S,0,NA,0,,,,
October,SBxSB,17,49,17.49.57,S,0,NA,0,,,,
March,SBxSB,17,49,17.49.61,C,1,,,,,,
June,SBxSB,17,49,17.49.61,C,0,,,,,,
October,SBxSB,17,49,17.49.61,C,0,,,,,,
March,SBxSB,17,49,17.49.62,S,1,,,,,,
June,SBxSB,17,49,17.49.62,S,0,,,,,,
October,SBxSB,17,49,17.49.62,S,0,,,,,,
March,SBxSB,17,50,17.50.10,C,1,,,,,,
June,SBxSB,17,50,17.50.10,C,0,,,,,,
October,SBxSB,17,50,17.50.10,C,0,,,,,,
March,SBxSB,17,50,17.50.102,C,1,,,,,,
June,SBxSB,17,50,17.50.102,C,0,,,,,,
October,SBxSB,17,50,17.50.102,C,0,,,,,,
March,SBxSB,17,50,17.50.103,C,1,,,,,,
June,SBxSB,17,50,17.50.103,C,0,,,,,,
October,SBxSB,17,50,17.50.103,C,0,,,,,,
March,SBxSB,17,50,17.50.104,C,1,,,,,,
June,SBxSB,17,50,17.50.104,C,0,,,,,,
October,SBxSB,17,50,17.50.104,C,0,,,,,,
March,SBxSB,17,50,17.50.106,C,1,,,,,,
June,SBxSB,17,50,17.50.106,C,0,,,,,,
October,SBxSB,17,50,17.50.106,C,0,,,,,,
March,SBxSB,17,50,17.50.108,C,1,,,,,,
June,SBxSB,17,50,17.50.108,C,0,,,,,,
October,SBxSB,17,50,17.50.108,C,0,,,,,,
March,SBxSB,17,50,17.50.11,C,1,,,,,,
June,SBxSB,17,50,17.50.11,C,0,,,,,,
October,SBxSB,17,50,17.50.11,C,0,,,,,,
March,SBxSB,17,50,17.50.110,C,1,,,,,,
June,SBxSB,17,50,17.50.110,C,0,,,,,,
October,SBxSB,17,50,17.50.110,C,0,,,,,,
March,SBxSB,17,50,17.50.111,C,1,,,,,,
June,SBxSB,17,50,17.50.111,C,0,,,,,,
October,SBxSB,17,50,17.50.111,C,0,,,,,,
March,SBxSB,17,50,17.50.112,C,1,,,,,,
June,SBxSB,17,50,17.50.112,C,0,,,,,,
October,SBxSB,17,50,17.50.112,C,0,,,,,,
March,SBxSB,17,50,17.50.113,C,1,,,,,,
June,SBxSB,17,50,17.50.113,C,0,,,,,,
October,SBxSB,17,50,17.50.113,C,0,,,,,,
March,SBxSB,17,50,17.50.114,C,1,,,,,,
June,SBxSB,17,50,17.50.114,C,0,,,,,,
October,SBxSB,17,50,17.50.114,C,0,,,,,,
March,SBxSB,17,50,17.50.115,S,1,1.38,5,,,,
June,SBxSB,17,50,17.50.115,S,0,NA,0,,,,
October,SBxSB,17,50,17.50.115,S,0,NA,0,,,,
March,SBxSB,17,50,17.50.12,C,1,,,,,,
June,SBxSB,17,50,17.50.12,C,0,,,,,,
October,SBxSB,17,50,17.50.12,C,0,,,,,,
March,SBxSB,17,50,17.50.120,C,1,,,,,,
June,SBxSB,17,50,17.50.120,C,0,,,,,,
October,SBxSB,17,50,17.50.120,C,0,,,,,,
March,SBxSB,17,50,17.50.124,C,1,,,,,,
June,SBxSB,17,50,17.50.124,C,0,,,,,,
October,SBxSB,17,50,17.50.124,C,0,,,,,,
March,SBxSB,17,50,17.50.125,C,1,,,,,,
June,SBxSB,17,50,17.50.125,C,0,,,,,,
October,SBxSB,17,50,17.50.125,C,0,,,,,,
March,SBxSB,17,50,17.50.126,C,1,,,,,,
June,SBxSB,17,50,17.50.126,C,0,,,,,,
October,SBxSB,17,50,17.50.126,C,0,,,,,,
March,SBxSB,17,50,17.50.127,C,1,1.244,5,,,,
June,SBxSB,17,50,17.50.127,C,0,NA,0,,,,
October,SBxSB,17,50,17.50.127,C,0,NA,0,,,,
March,SBxSB,17,50,17.50.13,C,1,,,,,,
June,SBxSB,17,50,17.50.13,C,0,,,,,,
October,SBxSB,17,50,17.50.13,C,0,,,,,,
March,SBxSB,17,50,17.50.144,S,1,NA,NA,Front,,,
June,SBxSB,17,50,17.50.144,S,1,NA,NA,Front,,,
October,SBxSB,17,50,17.50.144,S,D,2.146,1,Back,,,
March,SBxSB,17,50,17.50.15,S,1,,,,,,
June,SBxSB,17,50,17.50.15,S,0,,,,,,
October,SBxSB,17,50,17.50.15,S,0,,,,,,
March,SBxSB,17,50,17.50.16,S,1,,,,,,
June,SBxSB,17,50,17.50.16,S,0,,,,,,
October,SBxSB,17,50,17.50.16,S,0,,,,,,
March,SBxSB,17,50,17.50.17,C,1,,,,,,
June,SBxSB,17,50,17.50.17,C,0,,,,,,
October,SBxSB,17,50,17.50.17,C,0,,,,,,
March,SBxSB,17,50,17.50.18,C,1,,,,,,
June,SBxSB,17,50,17.50.18,C,0,,,,,,
October,SBxSB,17,50,17.50.18,C,0,,,,,,
March,SBxSB,17,50,17.50.20,C,1,,,,,,
June,SBxSB,17,50,17.50.20,C,0,,,,,,
October,SBxSB,17,50,17.50.20,C,0,,,,,,
March,SBxSB,17,50,17.50.21,C,1,,,,,,
June,SBxSB,17,50,17.50.21,C,0,,,,,,
October,SBxSB,17,50,17.50.21,C,0,,,,,,
March,SBxSB,17,50,17.50.22,C,1,,,,,,
June,SBxSB,17,50,17.50.22,C,0,,,,,,
October,SBxSB,17,50,17.50.22,C,0,,,,,,
March,SBxSB,17,50,17.50.23,C,1,,,,,,
June,SBxSB,17,50,17.50.23,C,0,,,,,,
October,SBxSB,17,50,17.50.23,C,0,,,,,,
March,SBxSB,17,50,17.50.24,C,1,,,,,,
June,SBxSB,17,50,17.50.24,C,0,,,,,,
October,SBxSB,17,50,17.50.24,C,0,,,,,,
March,SBxSB,17,50,17.50.25,C,1,,,,,,
June,SBxSB,17,50,17.50.25,C,0,,,,,,
October,SBxSB,17,50,17.50.25,C,0,,,,,,
March,SBxSB,17,50,17.50.26,C,1,,,,,,
June,SBxSB,17,50,17.50.26,C,0,,,,,,
October,SBxSB,17,50,17.50.26,C,0,,,,,,
March,SBxSB,17,50,17.50.28,C,1,,,,,,
June,SBxSB,17,50,17.50.28,C,0,,,,,,
October,SBxSB,17,50,17.50.28,C,0,,,,,,
March,SBxSB,17,50,17.50.29,C,1,,,,,,
June,SBxSB,17,50,17.50.29,C,0,,,,,,
October,SBxSB,17,50,17.50.29,C,0,,,,,,
March,SBxSB,17,50,17.50.3,S,1,,,,,,
June,SBxSB,17,50,17.50.3,S,0,,,,,,
October,SBxSB,17,50,17.50.3,S,0,,,,,,
March,SBxSB,17,50,17.50.31,C,1,,,,,,
June,SBxSB,17,50,17.50.31,C,0,,,,,,
October,SBxSB,17,50,17.50.31,C,0,,,,,,
March,SBxSB,17,50,17.50.33,C,1,,,,,,
June,SBxSB,17,50,17.50.33,C,0,,,,,,
October,SBxSB,17,50,17.50.33,C,0,,,,,,
March,SBxSB,17,50,17.50.35,C,1,,,,,,
June,SBxSB,17,50,17.50.35,C,0,,,,,,
October,SBxSB,17,50,17.50.35,C,0,,,,,,
March,SBxSB,17,50,17.50.36,C,1,,,,,,
June,SBxSB,17,50,17.50.36,C,0,,,,,,
October,SBxSB,17,50,17.50.36,C,0,,,,,,
March,SBxSB,17,50,17.50.39,C,1,,,,,,
June,SBxSB,17,50,17.50.39,C,0,,,,,,
October,SBxSB,17,50,17.50.39,C,0,,,,,,
March,SBxSB,17,50,17.50.45,C,1,,,,,,
June,SBxSB,17,50,17.50.45,C,0,,,,,,
October,SBxSB,17,50,17.50.45,C,0,,,,,,
March,SBxSB,17,50,17.50.46,C,1,,,,,,
June,SBxSB,17,50,17.50.46,C,0,,,,,,
October,SBxSB,17,50,17.50.46,C,0,,,,,,
March,SBxSB,17,50,17.50.47,C,1,,,,,,
June,SBxSB,17,50,17.50.47,C,0,,,,,,
October,SBxSB,17,50,17.50.47,C,0,,,,,,
March,SBxSB,17,50,17.50.48,C,1,,,,,,
June,SBxSB,17,50,17.50.48,C,0,,,,,,
October,SBxSB,17,50,17.50.48,C,0,,,,,,
March,SBxSB,17,50,17.50.49,C,1,,,,,,
June,SBxSB,17,50,17.50.49,C,0,,,,,,
October,SBxSB,17,50,17.50.49,C,0,,,,,,
March,SBxSB,17,50,17.50.50,C,1,,,,,,
June,SBxSB,17,50,17.50.50,C,0,,,,,,
October,SBxSB,17,50,17.50.50,C,0,,,,,,
March,SBxSB,17,50,17.50.51,C,1,,,,,,
June,SBxSB,17,50,17.50.51,C,0,,,,,,
October,SBxSB,17,50,17.50.51,C,0,,,,,,
March,SBxSB,17,50,17.50.52,C,1,,,,,,
June,SBxSB,17,50,17.50.52,C,0,,,,,,
October,SBxSB,17,50,17.50.52,C,0,,,,,,
March,SBxSB,17,50,17.50.53,C,1,,,,,,
June,SBxSB,17,50,17.50.53,C,0,,,,,,
October,SBxSB,17,50,17.50.53,C,0,,,,,,
March,SBxSB,17,50,17.50.54,S,1,1.429,5,,,,
June,SBxSB,17,50,17.50.54,S,0,NA,0,,,,
October,SBxSB,17,50,17.50.54,S,0,NA,0,,,,
March,SBxSB,17,50,17.50.55,S,1,,,,,,
June,SBxSB,17,50,17.50.55,S,0,,,,,,
October,SBxSB,17,50,17.50.55,S,0,,,,,,
March,SBxSB,17,50,17.50.56,S,1,,,,,,
June,SBxSB,17,50,17.50.56,S,0,,,,,,
October,SBxSB,17,50,17.50.56,S,0,,,,,,
March,SBxSB,17,50,17.50.57,S,1,,,,,,
June,SBxSB,17,50,17.50.57,S,0,,,,,,
October,SBxSB,17,50,17.50.57,S,0,,,,,,
March,SBxSB,17,50,17.50.58,C,1,,,,,,
June,SBxSB,17,50,17.50.58,C,0,,,,,,
October,SBxSB,17,50,17.50.58,C,0,,,,,,
March,SBxSB,17,50,17.50.59,C,1,,,,,,
June,SBxSB,17,50,17.50.59,C,0,,,,,,
October,SBxSB,17,50,17.50.59,C,0,,,,,,
March,SBxSB,17,50,17.50.6,C,1,,,,,,
June,SBxSB,17,50,17.50.6,C,0,,,,,,
October,SBxSB,17,50,17.50.6,C,0,,,,,,
March,SBxSB,17,50,17.50.60,C,1,,,,,,
June,SBxSB,17,50,17.50.60,C,0,,,,,,
October,SBxSB,17,50,17.50.60,C,0,,,,,,
March,SBxSB,17,50,17.50.61,C,1,,,,,,
June,SBxSB,17,50,17.50.61,C,0,,,,,,
October,SBxSB,17,50,17.50.61,C,0,,,,,,
March,SBxSB,17,50,17.50.62,C,1,,,,,,
June,SBxSB,17,50,17.50.62,C,0,,,,,,
October,SBxSB,17,50,17.50.62,C,0,,,,,,
March,SBxSB,17,50,17.50.63,C,1,,,,,,
June,SBxSB,17,50,17.50.63,C,0,,,,,,
October,SBxSB,17,50,17.50.63,C,0,,,,,,
March,SBxSB,17,50,17.50.64,C,1,,,,,,
June,SBxSB,17,50,17.50.64,C,0,,,,,,
October,SBxSB,17,50,17.50.64,C,0,,,,,,
March,SBxSB,17,50,17.50.65,C,1,,,,,,
June,SBxSB,17,50,17.50.65,C,0,,,,,,
October,SBxSB,17,50,17.50.65,C,0,,,,,,
March,SBxSB,17,50,17.50.7,C,1,,,,,,
June,SBxSB,17,50,17.50.7,C,0,,,,,,
October,SBxSB,17,50,17.50.7,C,0,,,,,,
March,SBxSB,17,50,17.50.70,C,1,,,,,,
June,SBxSB,17,50,17.50.70,C,0,,,,,,
October,SBxSB,17,50,17.50.70,C,0,,,,,,
March,SBxSB,17,50,17.50.71,C,1,,,,,,
June,SBxSB,17,50,17.50.71,C,0,,,,,,
October,SBxSB,17,50,17.50.71,C,0,,,,,,
March,SBxSB,17,50,17.50.72,C,1,,,,,,
June,SBxSB,17,50,17.50.72,C,0,,,,,,
October,SBxSB,17,50,17.50.72,C,0,,,,,,
March,SBxSB,17,50,17.50.73,C,1,,,,,,
June,SBxSB,17,50,17.50.73,C,0,,,,,,
October,SBxSB,17,50,17.50.73,C,0,,,,,,
March,SBxSB,17,50,17.50.75,S,1,,,,,,
June,SBxSB,17,50,17.50.75,S,0,,,,,,
October,SBxSB,17,50,17.50.75,S,0,,,,,,
March,SBxSB,17,50,17.50.76,C,1,,,,,,
June,SBxSB,17,50,17.50.76,C,0,,,,,,
October,SBxSB,17,50,17.50.76,C,0,,,,,,
March,SBxSB,17,50,17.50.77,C,1,,,,,,
June,SBxSB,17,50,17.50.77,C,0,,,,,,
October,SBxSB,17,50,17.50.77,C,0,,,,,,
March,SBxSB,17,50,17.50.78,C,1,,,,,,
June,SBxSB,17,50,17.50.78,C,0,,,,,,
October,SBxSB,17,50,17.50.78,C,0,,,,,,
March,SBxSB,17,50,17.50.8,C,1,,,,,,
June,SBxSB,17,50,17.50.8,C,0,,,,,,
October,SBxSB,17,50,17.50.8,C,0,,,,,,
March,SBxSB,17,50,17.50.80,C,1,,,,,,
June,SBxSB,17,50,17.50.80,C,0,,,,,,
October,SBxSB,17,50,17.50.80,C,0,,,,,,
March,SBxSB,17,50,17.50.81,C,1,,,,,,
June,SBxSB,17,50,17.50.81,C,0,,,,,,
October,SBxSB,17,50,17.50.81,C,0,,,,,,
March,SBxSB,17,50,17.50.86,C,1,,,,,,
June,SBxSB,17,50,17.50.86,C,0,,,,,,
October,SBxSB,17,50,17.50.86,C,0,,,,,,
March,SBxSB,17,50,17.50.88,C,1,,,,,,
June,SBxSB,17,50,17.50.88,C,0,,,,,,
October,SBxSB,17,50,17.50.88,C,0,,,,,,
March,SBxSB,17,50,17.50.9,C,1,,,,,,
June,SBxSB,17,50,17.50.9,C,0,,,,,,
October,SBxSB,17,50,17.50.9,C,0,,,,,,
March,SBxSB,17,50,17.50.95,C,1,,,,,,
June,SBxSB,17,50,17.50.95,C,0,,,,,,
October,SBxSB,17,50,17.50.95,C,0,,,,,,
March,SBxSB,17,50,17.50.97,C,1,,,,,,
June,SBxSB,17,50,17.50.97,C,0,,,,,,
October,SBxSB,17,50,17.50.97,C,0,,,,,,
March,SBxSB,17,50,17.50.99,C,1,,,,,,
June,SBxSB,17,50,17.50.99,C,0,,,,,,
October,SBxSB,17,50,17.50.99,C,0,,,,,,
March,SBxSB,17,51,17.51.147,S,1,0.545,5,,,,
June,SBxSB,17,51,17.51.147,S,0,NA,0,,,,
October,SBxSB,17,51,17.51.147,S,0,NA,0,,,,
March,SBxSB,17,51,17.51.154,S,1,0.976,6,,,,
June,SBxSB,17,51,17.51.154,S,1,2.321,6,,,,
October,SBxSB,17,51,17.51.154,S,1,2.4,6,,,,
March,SBxSB,17,53,17.53.1,S,1,1.266,5,,,,
June,SBxSB,17,53,17.53.1,S,0,NA,0,,,,
October,SBxSB,17,53,17.53.1,S,0,NA,0,,,,
March,SBxSB,17,54,17.54.58,C,1,,,,,,
